GPCODE,GPNAME,BLOCK,N_Days,ML_MAE,ML_RMSE,ML_R2,ML_Bias,ML_Correlation,REF_MAE,REF_RMSE,REF_Bias,REF_Correlation,RMSE_Improvement,MAE_Improvement
111834,KARMATAND,Govindpur,366,3.921728968909702,6.745022337586427,0.3882252497411355,1.0231424302821026,0.6504521930690863,3.8825014994995835,10.896050796460857,0.5857660709954294,0.5962070262487578,4.15102845887443,-0.039227469410118676
111835,KHARANI,Govindpur,366,3.4678538927125864,6.343388380409146,0.38824341024386,0.9240737925528656,0.6495306625732673,3.5137124148225887,9.749855974175064,0.4098592148860296,0.5883410737811333,3.4064675937659183,0.0458585221100023
111836,KUALBERA,Govindpur,366,3.674225713847605,6.772335717336769,0.3591115002317704,0.8860183797079857,0.6235019406009275,3.6334916412070264,10.025926560336815,0.38552656179637046,0.5655735508478064,3.2535908430000466,-0.04073407264057849
111837,MAHUBANI 1,Govindpur,366,3.685604452346253,6.593294433952405,0.4033649512718199,0.8737980065528987,0.6541323641884261,3.6931229547405713,10.051165614205487,0.36634023764620427,0.600464369984791,3.4578711802530826,0.007518502394318283
111838,MAHUBANI 2,Govindpur,366,3.959876416441353,6.907387303714285,0.3973404088849607,0.9965262278493664,0.6536335358140309,4.037852633901651,10.94130214255582,0.658835275712162,0.6109002138597673,4.033914838841535,0.07797621746029826
111839,MARICHO,Govindpur,366,3.5141360705309577,6.44316303051672,0.37456955170107986,0.8749080962621281,0.6392554052712777,3.59453600520893,9.910733709762207,0.3703369306030168,0.5723838645710341,3.467570679245487,0.08039993467797224
111840,MATIYALA,Govindpur,366,3.782990171371731,6.722486048827217,0.3744324088427724,1.0637069443285823,0.6418687124540695,3.8357358226628997,10.257730208803059,0.5885715761651522,0.6045970507980055,3.535244159975842,0.052745651291168816
111841,MORANGA,Govindpur,366,3.982005914514625,6.9974588372169535,0.3918644425893191,0.9840748149163937,0.6486986982389478,4.073605294642862,10.996469972172624,0.6464087509344263,0.6062557892278918,3.999011134955671,0.09159938012823687
111842,MURGABANI,Govindpur,366,4.028662060598269,7.030910902676584,0.35072621541714644,1.0929948199075217,0.6293255294283631,4.142657597237596,11.185956898947785,0.7162126312566682,0.5881576900927125,4.155045996271201,0.11399553663932682
111843,NAGAR KIYARI,Govindpur,366,3.656518096196133,6.843706241942635,0.36343902493340463,0.8571709062382146,0.6239695324588355,3.5947412347728127,9.983320423965559,0.34031482956304193,0.57157238150608,3.1396141820229237,-0.061776861423320284
